	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2	Foxp3	Ccr2	Cxcr6	Tcf7	Ccr7	Cxcr5	Mki67	Ccnb2
cell3862	22950	4666	KO	B	0.867102396514161	TRUE	4	6.30974073334384	-3.1134415088266	0	1.15645633846224	0.836030135540861	0	0	0	1.82917698226177	1.3987437776609
cell3863	33838	5258	KO	B	0.461020154855488	TRUE	4	5.74076909943271	-3.8946276126474	0	0.258916589824555	0.907301933989761	0	0	0	0.907301933989761	1.12124756103307
cell3864	36316	5364	KO	B	0.949994492785549	TRUE	4	4.68329877777744	-4.12333397251068	0	0	0.243229058240516	0.43872027109077	0	0	1.95415264275558	1.52163117772699
cell3865	15577	3623	KO	B	0.840983501316043	TRUE	4	6.13635034485508	-2.15928415637909	0	0.495898042804178	1.27197397926267	0	0	0	1.07360773596557	1.81413673799343
cell3866	26453	4286	KO	B	0.691792991343137	TRUE	4	4.66029376907993	-3.97876266818939	0	0	1.18423134024449	0	0	0	1.06130659951669	1.29368626964441
cell3867	32042	5108	KO	B	1.23899881405655	TRUE	4	4.8548171035831	-4.03692345004974	0	0	1.33731770555915	0	0	0	1.55710925624305	1.41607251157093
cell3868	29039	5104	KO	B	0.764489135300802	TRUE	4	6.00230188294101	-3.67153648715911	0	0	1.2268739578528	0	0.29592139236075	0	1.41081141640988	1.12043472189478
cell3869	32982	4917	KO	B	0.915650961130314	TRUE	4	5.36254472656894	-3.81907276493011	0	0	1.13859225756967	0	0	0	0.473990275119204	1.31607604509347
cell3870	30263	4678	KO	B	0.796351980966857	TRUE	4	5.66095704956699	-3.8618545947641	0	0.507343375722104	0	0	0.285507088857784	0	1.09280178693494	1.29294257698187
cell3871	33408	5202	KO	B	1.29909003831418	FALSE	4	5.0246111862247	-3.7052679477304	0	0	0	0.469165155219251	0	0	0.914948835765577	0.469165155219251
cell3872	16636	3923	KO	B	1.28636691512383	TRUE	4	4.18149967117954	-3.2811375079721	0	0	0	1.52749791835308	0	0.470694662367711	2.02974780759629	1.65014641169458
cell3873	27595	4986	KO	B	0.366008334843269	TRUE	4	6.28570146485019	-3.1531234202951	0	0.735801161487005	0.735801161487005	0.309236465938526	0	0	1.15508932179632	1.60667999073826
cell3874	29624	4994	KO	B	0.904671887658655	TRUE	4	6.21128816528965	-3.12998918872772	0	0.699473333968081	0.854524491875901	0	0.515889744059505	0	1.47605310834739	1.74499937916894
cell3875	21324	4020	KO	B	0.801913337084975	TRUE	4	5.85430974884677	-3.46718029361663	0	0.384551377928177	0.878325280072257	0	0.384551377928177	0	0.384551377928177	1.73863145397246
cell3876	13698	3458	KO	B	0.992845670900861	TRUE	4	5.61539812012363	-1.92043737750946	0	0	0.90018865164048	0.90018865164048	0	0	1.16005249768812	1.53690332813525
cell3877	17307	4030	KO	B	1.18449182411741	TRUE	4	4.56574077530551	-3.1488738475412	0	0	0	0	1.0055472321487	0	1.0055472321487	1.4966734638248
cell3878	18737	3867	KO	B	0.885947590329295	TRUE	4	5.40351362152744	-2.21908382755218	0	0	1.43561300609719	0.427685312452489	0	0	1.6619595709292	1.43561300609719
cell3879	33496	4997	KO	B	0.579173632672558	TRUE	4	4.6185323707645	-4.00154022556243	0	0.261242951126777	1.3047827381627	0	0	0	1.22034156529284	1.52224847933896
cell3880	16131	3764	KO	B	0.94848428491724	TRUE	4	4.81100339813877	-2.67981247287689	0	0	0	0.806408336110932	0.482379462492109	0.482379462492109	0.482379462492109	1.05074228870601
cell3881	24830	4502	WT	B	1.19210632299638	TRUE	4	4.95396346970249	-4.01832441669403	0	0.590824958647273	0.590824958647273	0	0	0	1.61490021214288	1.69196212612591
cell3882	17614	4021	KO	B	0.624503236062223	TRUE	4	6.30606241150547	-2.39563421588836	0	0.449628850110693	1.18507155334092	0	0	0	1.48305378290468	1.71232688537182
cell3883	14879	3578	KO	B	1.16943342966597	TRUE	4	6.00360746308017	-1.8121331153482	0	1.61592265453375	1.74127589005241	0	0	0	0	1.61592265453375
cell3884	29242	4785	KO	B	0.872033376650024	TRUE	4	4.59270400925327	-4.31911472660003	0	0.521140885880383	0.862001582933148	0	0	0	0.294141569802664	1.75572361132402
cell3885	17220	3959	KO	B	0.894308943089431	TRUE	4	5.17719812317539	-2.75801328998504	0	1.20083198862238	0.77077475221452	0	0.457880498223735	0	1.82881129939981	1.20083198862238
cell3886	13529	3412	KO	B	1.01263951511568	TRUE	4	6.20178670807529	-1.73273424488006	0	0.553398173277416	0.907575206373994	0	0	0	2.21164041669519	1.93343601901142
cell3887	28951	5261	KO	B	1.02932541190287	TRUE	4	2.62444658203769	-3.65545944553314	0	0	0.29669970019137	1.41310689787051	0	0	1.325293494134	1.82150727961277
cell3888	23115	4383	KO	B	0.82197707116591	TRUE	4	4.80586833878208	-3.84760622363983	0	0.359504594496754	1.58792324288253	0	0	0	1.95397371607569	1.58792324288253
cell3889	23498	4299	KO	B	0.863903310920078	TRUE	4	4.88843030853916	-2.86033014636932	0	0	1.48263697770184	0	0	0	1.87677222648103	1.87677222648103
cell3890	30266	5311	KO	B	0.707064032247406	TRUE	4	5.8476788513248	-3.59453825336395	0	0	0	0.842263070023221	0.285482470139323	0	1.2928706582491	1.2928706582491
cell3891	32858	4990	KO	B	0.760849716963905	TRUE	4	4.39551420136142	-4.08903841358123	0	0	0.648682967643511	0	0.648682967643511	0	1.53731413937741	1.14115414976925
cell3892	29254	4971	KO	B	0.669993846995283	TRUE	4	3.98382539673496	-4.24724010806976	0	0.294037033398991	0.861764588667259	0.705816971820133	0	0	0.520974266129288	1.22166590455729
cell3893	23089	4183	KO	B	1.25600935510416	TRUE	4	4.45797128601718	-4.11052421909271	0	0.359844587229546	0	0	0	0	1.00519011424775	1.39419971114143
cell3894	30130	4765	KO	B	1.09525389976767	TRUE	4	4.71921462937046	-3.33003811222015	0	0	0	0.844829309406609	1.605980232282	0	1.46301259764646	1.46301259764646
cell3895	20980	4082	KO	B	0.600571973307912	TRUE	4	6.57946367188144	-2.47817186695037	0	0	1.46707009917371	0	0	0	0.887863795979818	1.90504843337758
cell3896	27416	4555	KO	B	0.532535745550044	TRUE	4	5.91224069519687	-3.2430425105661	0	0.739196225555463	1.15955154769614	0	0	0	1.03806669300633	1.45459639973659
cell3897	25122	4721	KO	B	0.441843802245044	TRUE	4	5.73978681488681	-3.49999813419281	0	0	0	0	0	0	1.22034156529284	1.09536950234869
cell3898	15232	3607	KO	B	1.37211134453782	TRUE	4	5.62053079529453	-2.75115637165008	0	0	1.28814401741195	0	0	0	1.59717819430865	1.28814401741195
cell3899	19280	4286	KO	B	0.860995850622407	TRUE	4	6.65073747559238	-2.30084804874359	0	1.27908797507178	1.41391760083933	0	0	0	1.63887585171395	2.04675544791663
cell3900	41643	5786	KO	B	0.7972528396129	TRUE	4	4.83159561081577	-3.96019033771453	0	0	0.673222796698217	0.215221371530327	0	0	1.71606410614371	1.52650097898322
cell3901	12707	3234	KO	B	0.999449122530889	TRUE	4	5.6924635879581	-1.71420673709808	0	0.580520224272743	0.580520224272743	1.21220981850263	0.580520224272743	0	1.21220981850263	2.18263850819572
cell3902	18721	3957	KO	B	1.53303776507665	TRUE	4	3.98812789841342	-2.94175915103851	0	0	0.726736200095029	0.726736200095029	0	0	1.75913907931412	1.66265180133929
cell3903	13990	3542	KO	B	1.11508220157255	TRUE	4	4.19174594803501	-2.64441494327484	0	1.35045605555281	1.52038403247398	0	0	0	0.539294288174213	1.66558716026007
cell3904	24105	4719	KO	B	0.713544907695499	TRUE	4	6.01113290711093	-3.43271974903045	0	0	0.808507315166026	0.347024713249097	0	0	1.24964673038616	1.55469978925979
cell3905	18594	3832	KO	B	0.84973647413144	TRUE	4	5.99761838837314	-2.52678350788055	0	0	0.960661118461242	0	0	0	1.14779335422868	2.20465450971224
cell3906	23285	4454	KO	B	0.64419153961778	TRUE	4	4.76601095123935	-3.41802887302337	0	0	0.619996778233397	0.357297468618326	0.357297468618326	0	1.27445908449473	1.88448955729794
cell3907	22668	4212	KO	B	0.939650608787718	TRUE	4	5.06151552124668	-3.39205650669036	0	0	1.16494688426913	0.365441767188656	0	0	0.843053822186725	1.68852728069959
cell3908	22155	4503	KO	B	0.722184608440533	TRUE	4	6.43650789185215	-2.69712213855682	0	0.643290096723186	1.18075337823659	0	0	0	1.52842806304032	1.78591227147575
cell3909	33859	4903	KO	B	0.537523258217904	TRUE	4	6.66065378113437	-2.59625534397064	0	0	1.57680145902823	0	0	0	0.779953027308523	1.74492624779329
cell3910	25400	4661	KO	B	0.625984251968504	TRUE	4	6.18362684174228	-2.84702829700409	0	0.331962646115238	1.42301346208277	0	0	0	1.8736176085651	1.93231990591359
cell3911	30460	4998	KO	B	0.436638214051215	FALSE	4	5.73108930512119	-3.73475365024505	0	0	1.08849341658268	0.283899484272584	0	0	0.838630825446076	1.37490340014856
cell3912	31802	4862	KO	B	0.852147663668952	TRUE	4	4.2750412933414	-3.62196592670379	0	0.944772512297353	0.664406545509334	0	0	0	1.49490253748071	1.25720026875844
cell3913	24695	4292	KO	B	0.769386515488965	TRUE	4	5.30199594422031	-3.73068765979705	0.339994790358924	0.339994790358924	0.963083124775328	0	0	0	1.10681236150169	1.76802728479767
cell3914	28307	4623	KO	B	0.872575687992369	TRUE	4	4.48392696304966	-3.36976246219574	0	0	0	1.24498611131104	0	0.722613030872833	1.34186066330398	1.65617532576168
cell3915	11750	3097	KO	B	1.64255319148936	TRUE	4	6.54772634430576	-2.92691711765228	0	0	0.615760516944525	0	0	0	1.2678462107067	1.2678462107067
cell3916	22046	4307	KO	B	0.843690465390547	TRUE	4	6.43905420227695	-2.51866630893646	0	0.858996763383327	0.64563307750181	0	0.374041191044565	0	1.53229251247421	2.16460374712449
cell3917	25835	4718	KO	B	0.642539191019934	TRUE	4	4.51442928238559	-4.14024309497772	0	0.327194907706735	1.07682976576421	0	0	0	1.50043660298328	1.58324136322722
cell3918	25534	4679	KO	B	0.646197227226443	TRUE	4	6.08767194672275	-3.08436302524505	0	0	0.942558194535033	0.578448402251672	0	0	2.03572337994962	1.08457198861402
cell3919	22337	4522	KO	B	1.25800241751354	TRUE	4	6.43207998200107	-2.95699505191742	0	0.639416911861499	1.02631065363443	0	0	0	1.77910720309237	1.52202679254466
cell3920	21969	4277	KO	B	1.10155218717283	TRUE	4	6.15529508515049	-2.54736427646576	0	0	0.861015018217871	1.1866031019978	0	0	1.53503647677508	1.62858967852153
cell3921	16255	3793	KO	B	0.9227929867733	TRUE	4	4.89103765412021	-2.74390940051971	0	0.802176749067687	1.04576901246741	0.802176749067687	0	0	1.04576901246741	1.54568243335228
cell3922	30628	5062	KO	B	0.711767010578556	TRUE	4	5.05337591095615	-3.89358572345672	0	0.502590159679325	0.282542860826378	0	0	0	1.657176509267	1.71757112495136
cell3923	14529	3631	KO	B	1.16319085965999	TRUE	4	5.87594194336582	-2.08686355930267	0	0.523709438941744	1.11999401022154	0	0	0	1.49096808307026	1.97331789277806
cell3924	15798	3882	KO	B	1.58247879478415	TRUE	4	4.44884033127475	-2.78286604267059	0	0	1.56818855733373	0	0	0	1.26185467670878	1.26185467670878
cell3925	14587	3515	WT	B	1.74127647905669	TRUE	4	4.65240068360019	-3.0071797786325	0	1.75764986939793	1.86938932479185	0	0	0	1.75764986939793	2.2220801089756
cell3926	28761	4641	KO	B	1.00483293348632	TRUE	4	5.17307634277988	-3.62319521289764	0	0	1.00739764772776	0.527910510253421	0	0	1.23368248721965	1.49893767002456
cell3927	29285	4922	KO	B	0.379033634966707	TRUE	4	4.61841936035801	-3.93931774478851	0	0.520544335575657	0.520544335575657	0	0	0	2.01329681408994	1.81190127889714
cell3928	37019	5146	KO	B	0.624003889894379	TRUE	4	5.05298490448642	-3.9281216083139	0	0	0.239120480985247	0	0	0	1.50667628404546	1.81360242006445
cell3929	37650	5503	KO	B	0.51261620185923	TRUE	4	4.62803144379306	-4.03538708072601	0	0	0.426057292469165	0	0.426057292469165	0	1.84246604881412	1.7545553137524
cell3930	28002	4978	KO	B	1.0677808727948	TRUE	4	5.58273000641513	-3.71704439502655	0	0	0	0.72820155651479	0.305362853724607	0	1.79169994789857	1.43842563727884
cell3931	28460	4456	KO	B	0.95572733661279	TRUE	4	5.41500253601718	-3.35215715747772	0	0	0.532239122726673	0	0	0	0.532239122726673	1.71700260287539
cell3932	32806	5142	KO	B	0.911418642931171	TRUE	4	6.13819665833164	-3.72621683460174	0	0	0.797186943898621	0	0.266066854188078	0	1.77107307653387	1.03989986738422
cell3933	18536	3814	KO	B	1.01963746223565	TRUE	4	5.0444037429874	-2.81950811725555	0	1.14992716245165	1.44384233126015	0	0	0	1.56369446183241	1.85550192477636
cell3934	11449	3910	KO	B	2.20979998253123	TRUE	4	-10.2494080551083	1.19114245790543	0	1.68030517254495	1.28656136589625	1.28656136589625	0	0	1.68030517254495	1.01046479619687
cell3935	29793	4991	KO	B	1.18819857013392	TRUE	4	4.36376876755405	-3.7144141612619	0	0	0.985162314720624	0.289417550835481	0.289417550835481	0	1.30432330817697	1.79753272254348
cell3936	16874	3847	KO	B	0.883015289794951	TRUE	4	5.56300229950595	-1.72143153530059	0	0.781732719904764	1.51639374216856	0	0	0	0.465385300709783	1.21506431895552
cell3937	23802	4383	KO	B	1.34862616586841	TRUE	4	6.41756315155674	-2.9294848857492	0	0	0.609909867680127	0	0	0	1.64891390444861	2.09706740856061
cell3938	17061	3725	KO	B	1.01400855752887	TRUE	4	3.86411018295932	-3.00667242389618	0	1.36880749595321	1.01464947554944	0.461298419982057	0	0	0.775770046770772	1.36880749595321
cell3939	17205	3854	KO	B	0.953211275791921	TRUE	4	5.54589242859531	-2.67910675388275	0	1.50126418252338	1.73162211122316	0	0	0	1.82954285009061	1.73162211122316
cell3940	23447	4212	KO	B	0.673860195334158	TRUE	4	4.03366393967319	-4.82891229968963	0	0	0.355219541514945	0.616799249509923	0.355219541514945	0	1.48431684931578	1.26946914485258
cell3941	26288	4398	KO	B	0.330949482653682	TRUE	4	4.02435560150791	-3.09758905750213	0	0.322374546810375	0.322374546810375	0	0	0	1.78258789775327	1.29823113915272
cell3942	29292	4773	KO	B	0.850061450225318	TRUE	4	4.49617071076084	-4.37359527927337	0	0	0.70515994845279	0	0.2937064946138	0	1.48475897104846	1.69342455474489
cell3943	21326	4164	KO	B	1.19572352996343	TRUE	4	3.38022346420932	-2.97597221713958	0	0	0	1.4545085369296	1.81775579591141	0	1.05627691097901	1.05627691097901
cell3944	10903	2860	KO	B	1.03641199669816	TRUE	4	5.81193799896884	-1.44080023151336	0	1.32216542926781	1.72024445386206	0	0	0	1.04181528584542	2.22512167860164
cell3945	13176	3389	KO	B	1.11566484517304	TRUE	4	6.25389928742099	-1.88022021633087	0	0	0	0	0	0	2.05803927498675	1.71447050547872
cell3946	24541	4576	KO	B	0.643820545210057	TRUE	4	5.89977521820713	-3.52847198825775	0	0.798607524167439	0.798607524167439	0	0	0	1.70152379705483	2.01752647276634
cell3947	21337	4152	KO	B	0.85766508881286	TRUE	4	4.41145009918857	-4.07801393848358	0	0	1.45411330797679	0	0	0	1.65211898297526	1.7381291433695
cell3948	16861	3759	KO	B	0.682047328153728	TRUE	4	4.93268222733188	-2.51804642063079	0	0	1.02218251021829	0	1.63930587702375	0	1.02218251021829	1.74827369830517
cell3949	26881	4606	KO	B	1.25367359845244	FALSE	4	6.29404039307285	-2.30855326038299	0	1.05083905451761	1.05083905451761	0.749541648868545	0	0.316276795944341	1.17311964890439	1.62769221788254
cell3950	31896	5129	KO	B	1.02834211186356	TRUE	4	5.38472051544834	-3.44349054675995	0	0.4867611058317	0.4867611058317	0.662974947168099	0.4867611058317	0	2.17905759851147	1.25508925839795
cell3951	24894	4367	KO	B	1.09664979513136	TRUE	4	5.03238649292636	-3.08467678409515	0	0	1.61283856696812	0.790777242346667	0.589677344950568	0	0	1.22677660886308
cell3952	31752	4689	KO	B	1.06135046611237	TRUE	4	4.47892303391147	-4.60980324130951	0	0	0.665170648166789	0	0	0	1.16458276466842	1.56429189394366
cell3953	17464	3778	KO	B	1.01351351351351	TRUE	4	6.68055314942051	-2.20558933597503	0	0.763238852633598	0.763238852633598	0	0	0	0	1.61108566088454
cell3954	12054	3732	KO	B	1.53476024556164	FALSE	4	6.15949506683994	-3.1178656039804	0	1.24955795168539	1.46288508623086	0	0	0	1.24955795168539	1.24955795168539
cell3955	17011	3884	KO	B	1.16395273646464	TRUE	4	5.53697652741123	-1.85437731128631	0	1.01652142325212	2.01041350325358	0	0	0	1.83907143928884	2.01041350325358
cell3956	25462	4496	KO	B	0.518419605686906	TRUE	4	4.81350011749912	-3.01591972690521	0	0	0.778510956924645	0.579689667537838	0.331274555995343	0	1.32154111790257	1.59481577923797
cell3957	23439	4519	KO	B	1.25005332992022	TRUE	4	5.95316095276523	-3.1257911143869	0	0.355321581780421	0.355321581780421	0	0	0	1.66134580523762	1.94203853035468
cell3958	19090	4077	KO	B	0.801466736511262	TRUE	4	6.11300058289218	-2.84010795932708	0	0	0.421229834769454	0.944490710332305	1.28624536476305	0	1.91134519778096	0.716702042067207
cell3959	14887	3383	KO	B	0.631423389534493	TRUE	4	5.39490194245029	-2.20970825534759	0	1.10365987163673	1.74083261137892	0	0	0	0.513857229886749	1.61549196181114
cell3960	25543	4426	KO	B	0.829972986728262	TRUE	4	5.94208402558017	-3.39944605213104	0	0.578293628109064	0	0	0	0	0.330379924584614	1.31921310141975
cell3961	21090	4016	KO	B	0.87719298245614	TRUE	4	4.401857566077	-3.07170013767181	0	0.884789788852023	1.06354919217099	0	0	0	0.884789788852023	0.884789788852023
cell3962	23419	4297	WT	B	0.602075238054571	TRUE	4	5.92720384522129	-2.73612121921478	0	0	1.27032844245427	0	0	0	0.824618829216207	1.57754126705014
cell3963	16014	3899	KO	B	1.03034844511053	TRUE	4	6.3419358245914	-2.77420048099456	0	0	0.810444412096872	0.485171514991107	0.485171514991107	0	1.05548235836034	1.41640350109358
cell3964	11305	3120	KO	B	0.628040689960195	TRUE	4	5.63015336914707	-1.6866550860971	0	0	1.51254310758424	0	0	0	0.633696681221942	2.08896044488406
cell3965	16068	4108	KO	B	1.0891212347523	TRUE	4	6.41806192322422	-2.59108690601287	0	0	1.41385479816181	0.483878791973098	0.483878791973098	0	2.27346209321271	1.88725068136978
cell3966	33703	5259	KO	B	0.626057027564312	TRUE	4	5.85716218872715	-3.60153297763763	0	0.259829895463117	0.78245664976222	0	0	0	1.51743531472897	1.8927324250565
cell3967	18701	3921	KO	B	1.09619806427464	TRUE	4	4.93588132782627	-2.69929890018402	0	0.428354966997557	0.957122565392047	0.727288441128593	0	0	1.30118675679654	1.92891488621308
cell3968	18581	3645	KO	B	0.9472041332544	TRUE	4	4.77394409104038	-3.14882377963958	0	0	0.730620374056933	0	0.430602608142134	0	0	1.85345671811836
cell3969	27663	4760	KO	B	0.871199797563532	TRUE	4	5.63810987396884	-3.2890196261972	0	0	1.44772882608146	0	0	0	2.3416938758749	1.60471288933054
cell3970	25984	4853	KO	B	1.05834359605911	FALSE	4	5.77602071686435	-3.35405973773895	0	0.570812545917347	0.767584971646065	0.325593431237692	0	0	2.20628304213788	1.57867395078206
cell3971	13730	3463	KO	B	1.04151493080845	TRUE	4	6.11591787262607	-1.76574425083099	0	0	1.15845114564495	0	0.547156850667793	0	1.80801411643646	1.53507218954632
cell3972	29069	4829	KO	B	0.880663249509787	TRUE	4	3.22157211228061	-2.58374266010223	0	0	0.295656999399378	0	1.11973903600172	0	1.63473697174767	1.41003084275242
cell3973	24441	4304	KO	B	0.990139519659588	TRUE	4	4.58606977387119	-3.8046036182016	0	0	0.800855496464382	0	0	0	0.969488026503359	1.54379735635054
cell3974	19272	4226	KO	B	0.809464508094645	TRUE	4	6.4930588714664	-2.01955704074798	0	0.938702703072172	0.711858531443181	0	0	0	1.97777559024385	1.73518692138802
cell3975	24682	4570	WT	B	0.757637144477757	TRUE	4	4.31047696991611	-2.90495256763397	0.593496502925572	0.340146587345366	0	0	0	0.340146587345366	1.53608884766468	1.95689294502849
cell3976	28476	4814	KO	B	0.618064334878494	TRUE	4	4.47571344299961	-3.59834341388641	0	0	1.24075123642542	0	0	0	2.08236954475354	1.5816353981716
cell3977	28554	4774	KO	B	0.889542620998809	TRUE	4	4.86493225022007	-3.58759836536346	0	0	1.13181550406067	0.300262824608371	0	0	2.12279866842768	1.50455201815793
cell3978	12111	3503	KO	B	0.776153909668896	TRUE	4	6.29787702484775	-1.66930441242157	0	0	1.45926192837271	0	0	0	1.91395785989218	2.3895283477724
cell3979	21511	4305	KO	B	1.04132769280833	TRUE	4	5.8579270355289	-2.39383415561615	0	1.05065158840357	1.05065158840357	0	0	0	0.873230944891466	1.73144036145832
cell3980	22856	4276	KO	B	0.892544627231362	TRUE	4	5.33645601196933	-2.78245453220306	0	0	1.50411628685348	0	0.362920711725785	0	0.838357569799113	1.96365270983627
cell3981	21299	4337	KO	B	0.877975491807127	TRUE	4	6.0512282363956	-2.85084490161834	0	0	1.20822217881999	0	0	0	2.08475044434495	1.33947359309865
cell3982	37519	5351	KO	B	0.847570564247448	TRUE	4	6.50826902313877	-2.71538690906463	0	0	0.955199759482816	0.236282159731107	0.236282159731107	0	1.29891461804776	1.75743873170442
cell3983	15917	3766	KO	B	0.804171640384495	TRUE	4	6.53370637818027	-1.75910858493744	0	0.487511403597139	1.25648072797006	0	0	0	1.89526804807703	2.21565024645643
